ID,곡,아티스트,예상 난이도,장르,분위기 유형,핵심 테크닉 태그,설명 feature,상태
S0175,Panic Attack,Dream Theater,Lv.5,Prog Metal;Metal,부수는/헤비,변박;카운팅;리프전환;포지션이동;피킹,"헤비하고 공격적인 사운드. 뮤트/저음 정리 + 다운비트 정확도가 곡을 살림. 난이도 Lv.5(최상급) — 핵심: 변박, 카운팅, 리프전환. 고속 피킹/리프 반복 지구력. 손에 힘이 들어가면 바로 무너짐—작게, 정확히. 메트로놈으로 소절 단위(예: 7/8, 5/4)를 ‘말로 카운트’하면서 리듬을 쪼개서 연습.",추천
S0176,Anesthesia (Pulling Teeth),Metallica,Lv.5,Solo Bass;Metal,부수는/헤비,하모닉스;코드/더블스톱;탭핑;뮤트컨트롤;하이포지션;디스토션/이펙트,"헤비하고 공격적인 사운드. 뮤트/저음 정리 + 다운비트 정확도가 곡을 살림. 난이도 Lv.5(최상급) — 핵심: 하모닉스, 코드/더블스톱, 탭핑. 솔로 베이스 과제. 피치/비브라토/하모닉/탭핑 등 표현 요소를 분리해서 연습. 하모닉 포인트 정확도 + 공진/노이즈를 왼손/오른손 뮤트로 정리.",추천
S0177,The Sinister Minister,Béla Fleck and the Flecktones,Lv.5,Fusion;Funk,서사/프로그,고속16비트;스트링스킵;하이포지션;라인메모리;리듬카운팅,"파트 전환이 많고 전개가 큰 곡. 폼 암기 + 카운팅 능력이 필수. 난이도 Lv.5(최상급) — 핵심: 고속16비트, 스트링스킵, 하이포지션. 유니즌·전개·속도 모두 난이도 최상. 클릭에 고정하고 구간별로 분해 연습. 킥 드럼과 타이트하게 붙이면서 음 길이(특히 쉼표)를 정확히 통제.",추천
S0178,Spain,Chick Corea,Lv.5,Fusion;Jazz,서사/프로그,고속16비트;스트링스킵;하이포지션;라인메모리;리듬카운팅,"파트 전환이 많고 전개가 큰 곡. 폼 암기 + 카운팅 능력이 필수. 난이도 Lv.5(최상급) — 핵심: 고속16비트, 스트링스킵, 하이포지션. 테마/솔로 전개에서 라인 변화가 많음. 코드톤/스케일 이해가 도움이 큼. 킥 드럼과 타이트하게 붙이면서 음 길이(특히 쉼표)를 정확히 통제.",추천
S0179,Got a Match?,Chick Corea Elektric Band,Lv.5,Fusion;Jazz,서사/프로그,고속16비트;스트링스킵;하이포지션;라인메모리;리듬카운팅,"파트 전환이 많고 전개가 큰 곡. 폼 암기 + 카운팅 능력이 필수. 난이도 Lv.5(최상급) — 핵심: 고속16비트, 스트링스킵, 하이포지션. 초고속 전개/유니즌. 손가락 속도보다 ‘리듬 정확도’가 먼저. 킥 드럼과 타이트하게 붙이면서 음 길이(특히 쉼표)를 정확히 통제.",추천
S0180,path,toe,Lv.5,Japan;Experimental,서사/프로그,변박;그루브유지;다이내믹;고스트노트;합주정확도,매스/포스트록 계열. 음수는 많지 않아도 그루브가 미세하게 흔들리면 티가 난다. ‘드럼과 함께 카운팅’하며 다이내믹을 맞추는 합주형 난이도. 메트로놈+드럼트랙 추천.,추천
S0181,孤独の発明 (Invention of Solitude),toe,Lv.5,Japan;Experimental,서사/프로그,변박;폴리리듬;그루브유지;다이내믹;정확한타이밍,"베이스가 드럼과 맞물려 ‘퍼커시브’하게 움직이는 곡. 폴리리듬 감각이 없으면 바로 무너진다. 루프 구간을 짧게 잡고, ‘스네어 위치’를 기준으로 정렬시키는 연습이 효과적.",추천
S0182,99.974°C,tricot,Lv.5,Japan;Indie Rock,서사/프로그,변박;폴리리듬;16비트;포지션이동;지구력,"매스/수학 록 특유의 변박과 전개가 난이도. 라인이 빠르게 바뀌어 ‘카운팅+암기’가 필수. 손가락보다 머리가 더 바쁜 곡이라, 작은 섹션 단위로 끊어 연습하기.",추천
S0183,Spider,Herbie Hancock,Lv.5,Jazz-Funk;Fusion,서사/프로그,고속16비트;스트링스킵;하이포지션;라인메모리;리듬카운팅,"파트 전환이 많고 전개가 큰 곡. 폼 암기 + 카운팅 능력이 필수. 난이도 Lv.5(최상급) — 핵심: 고속16비트, 스트링스킵, 하이포지션. 리프와 전개가 복잡. 소절을 쪼개서 정확도 확보 후 속도 올리기. 킥 드럼과 타이트하게 붙이면서 음 길이(특히 쉼표)를 정확히 통제.",추천
S0184,오이디푸스,국카스텐,Lv.5,Korea;Alt Rock,서사/프로그,리프전환;다이내믹;포지션이동;템포관리;쉼표컨트롤,전개가 드라마틱한 록 넘버. 쉬는 구간과 폭발 구간의 대비가 커서 ‘쉼표 타이밍’이 관건. 라인 자체보다 파트 전환(톤/볼륨/어택) 관리가 어렵다.,추천
S0185,Différance,잠비나이,Lv.5,Korea;Experimental,서사/프로그,변박;다이내믹;롱톤;리듬변화;사운드컨트롤,"포스트록/실험음악 계열. 라인이 화려하기보다 ‘박자와 다이내믹’이 어렵다. 롱톤의 음정/지속, 크레센도 구간의 볼륨 컨트롤이 연주 퀄리티를 결정.",추천
S0186,멸종 (Extinction),쏜애플,Lv.5,Korea;Indie Rock,서사/프로그,슬랩;싱코페이션;뮤트;리듬변화;다이내믹,인디 록이지만 베이스가 공격적으로 움직이는 곡. 슬랩/뮤트 섞인 리듬이 흔들리면 전체가 무너짐. ‘정확한 고스트노트’와 액센트 위치를 먼저 고정하자.,추천
S0187,"Lazenca, Save Us (라젠카, Save Us)",N.EX.T,Lv.5,Korea;Prog Rock,서사/프로그,변박;리프전환;피킹;포지션이동;지구력,전개가 많은 한국 프로그 록. 리프/리듬이 자주 바뀌어 ‘암기+카운팅’이 핵심. 피킹으로 어택을 통일하고 포지션 점프를 미리 설계하면 완주가 쉬워짐.,추천
S0188,해에게서 소년에게,N.EX.T,Lv.5,Korea;Prog Rock,서사/프로그,리프전환;싱코페이션;다이내믹;포지션이동;템포관리,서사적인 곡 흐름을 베이스가 받쳐주는 타입. 파트별 다이내믹/톤 변화와 리듬 전환이 많아 집중력 요구. ‘다음 마디 준비’가 난이도를 좌우함.,추천
S0189,Metropolis Pt. 1,Dream Theater,Lv.5,Prog Metal;Prog Rock,서사/프로그,변박;카운팅;리프전환;포지션이동,"파트 전환이 많고 전개가 큰 곡. 폼 암기 + 카운팅 능력이 필수. 난이도 Lv.5(최상급) — 핵심: 변박, 카운팅, 리프전환. 리프/변박/유니즌이 많음. 베이스 단독 연습 후 드럼과 합쳐야 안정됨. 메트로놈으로 소절 단위(예: 7/8, 5/4)를 ‘말로 카운트’하면서 리듬을 쪼개서 연습.",추천
S0190,Heart of the Sunrise,Yes,Lv.5,Prog Rock,서사/프로그,전개많음;러닝라인;포지션이동;지구력;다이내믹,"프로그 록 대표 고난도. 섹션 전환이 많아 라인을 외우는 것 자체가 도전이다. 러닝라인에서 손이 꼬이기 쉬우니 포지션 설계를 먼저 하고, 다이내믹 대비까지 챙기면 완성도↑.",추천
S0191,Discipline,King Crimson,Lv.5,Prog Rock;Rock,서사/프로그,변박;카운팅;리프전환;포지션이동,"파트 전환이 많고 전개가 큰 곡. 폼 암기 + 카운팅 능력이 필수. 난이도 Lv.5(최상급) — 핵심: 변박, 카운팅, 리프전환. 폴리리듬/반복 패턴이 겹치는 구조. 카운팅을 확실히 하고 패턴을 ‘고정’해야 함. 메트로놈으로 소절 단위(예: 7/8, 5/4)를 ‘말로 카운트’하면서 리듬을 쪼개서 연습.",추천
S0192,La Villa Strangiato,Rush,Lv.5,Prog Rock;Rock,서사/프로그,변박;카운팅;리프전환;포지션이동,"파트 전환이 많고 전개가 큰 곡. 폼 암기 + 카운팅 능력이 필수. 난이도 Lv.5(최상급) — 핵심: 변박, 카운팅, 리프전환. 파트가 매우 많음. ‘폼 지도’를 그려서(섹션 이름/마디) 외우면 훨씬 수월. 메트로놈으로 소절 단위(예: 7/8, 5/4)를 ‘말로 카운트’하면서 리듬을 쪼개서 연습.",추천
S0193,YYZ,Rush,Lv.5,Prog Rock;Rock,서사/프로그,변박;카운팅;리프전환;포지션이동,"파트 전환이 많고 전개가 큰 곡. 폼 암기 + 카운팅 능력이 필수. 난이도 Lv.5(최상급) — 핵심: 변박, 카운팅, 리프전환. 속도·리듬·전개 3종 세트. 루프 구간을 클릭에 고정하고 점점 연결. 메트로놈으로 소절 단위(예: 7/8, 5/4)를 ‘말로 카운트’하면서 리듬을 쪼개서 연습.",추천
S0194,Siberian Khatru,Yes,Lv.5,Prog Rock;Rock,서사/프로그,변박;카운팅;리프전환;포지션이동,"파트 전환이 많고 전개가 큰 곡. 폼 암기 + 카운팅 능력이 필수. 난이도 Lv.5(최상급) — 핵심: 변박, 카운팅, 리프전환. 전개가 많고 라인이 길다. 섹션별 리프를 완전히 외운 뒤 연결하기. 메트로놈으로 소절 단위(예: 7/8, 5/4)를 ‘말로 카운트’하면서 리듬을 쪼개서 연습.",추천
S0195,Classical Thump,Victor Wooten,Lv.5,Solo Bass;Fusion,서사/프로그,하모닉스;코드/더블스톱;탭핑;뮤트컨트롤;하이포지션,"파트 전환이 많고 전개가 큰 곡. 폼 암기 + 카운팅 능력이 필수. 난이도 Lv.5(최상급) — 핵심: 하모닉스, 코드/더블스톱, 탭핑. 클래식/슬랩/탭핑이 섞인 종합 과제. 파트별로 기술을 분리 연습. 하모닉 포인트 정확도 + 공진/노이즈를 왼손/오른손 뮤트로 정리.",추천
S0196,Nite Sprite,Chick Corea Elektric Band,Lv.5,Fusion;Jazz,스윙/재즈,고속16비트;스트링스킵;하이포지션;라인메모리;리듬카운팅,"스윙/재즈 감각이 핵심. 코드톤 연결과 라인 흐름(호흡)이 난이도를 좌우. 난이도 Lv.5(최상급) — 핵심: 고속16비트, 스트링스킵, 하이포지션. 멜로디 베이스라인 + 빠른 변화. 하이포지션 음정과 라인 메모리 필수. 킥 드럼과 타이트하게 붙이면서 음 길이(특히 쉼표)를 정확히 통제.",추천
S0197,Havona,Weather Report,Lv.5,Fusion;Jazz,스윙/재즈,고속16비트;스트링스킵;하이포지션;라인메모리;리듬카운팅,"스윙/재즈 감각이 핵심. 코드톤 연결과 라인 흐름(호흡)이 난이도를 좌우. 난이도 Lv.5(최상급) — 핵심: 고속16비트, 스트링스킵, 하이포지션. 템포/리듬/전개가 모두 어려움. 소절 단위로 쪼개서 정확도→속도 순서로. 킥 드럼과 타이트하게 붙이면서 음 길이(특히 쉼표)를 정확히 통제.",추천
S0198,Teen Town,Weather Report,Lv.5,Fusion;Jazz-Funk,스윙/재즈,고속16비트;스트링스킵;하이포지션;라인메모리;리듬카운팅,"스윙/재즈 감각이 핵심. 코드톤 연결과 라인 흐름(호흡)이 난이도를 좌우. 난이도 Lv.5(최상급) — 핵심: 고속16비트, 스트링스킵, 하이포지션. 고속 16비트 + 줄 이동이 동시에. ‘손 힘 빼고’ 라인 메모리로 밀어붙이는 곡. 킥 드럼과 타이트하게 붙이면서 음 길이(특히 쉼표)를 정확히 통제.",추천
S0199,Midnight Rendezvous,CASIOPEA,Lv.5,Japan;Fusion,스윙/재즈,퓨전그루브;16비트;포지션이동;지구력;고스트노트,"베이스가 멜로디를 리드하는 퓨전 곡. 빠른 패시지와 그루브 파트가 교차해 ‘기어 변속’이 어렵다. 그루브 파트는 과하게 치지 말고, 런은 메트로놈으로 분할 연습.",추천
S0200,Time Limit,CASIOPEA,Lv.5,Japan;Fusion,스윙/재즈,퓨전런;16비트;포지션이동;지구력;정확한아티큘레이션,퓨전 스탠다드급 고난도. 스케일 런/싱코페이션이 끊임없이 이어져 오른손-왼손 싱크가 핵심. 느린 템포에서 아티큘레이션(붙임/끊음)을 통일한 뒤 올리자.,추천
S0201,Omens of Love,T-SQUARE,Lv.5,Japan;Fusion,스윙/재즈,퓨전런;16비트;포지션이동;지구력;코드톤의식,퓨전 합주에서 자주 나오는 ‘달리는’ 라인. 스케일을 아무렇게나 치면 음악성이 죽어버린다. 코드톤(3도/7도) 의식을 유지하면서 속도 올리면 실력이 확 올라감.,추천
S0202,Donna Lee,Jaco Pastorius,Lv.5,Jazz;Fusion,스윙/재즈,고속16비트;스트링스킵;하이포지션;라인메모리;리듬카운팅,"스윙/재즈 감각이 핵심. 코드톤 연결과 라인 흐름(호흡)이 난이도를 좌우. 난이도 Lv.5(최상급) — 핵심: 고속16비트, 스트링스킵, 하이포지션. 비밥 멜로디를 베이스로. 하이포지션 음정/프레이징이 관건. 킥 드럼과 타이트하게 붙이면서 음 길이(특히 쉼표)를 정확히 통제.",추천
S0203,Jerry Was a Race Car Driver,Primus,Lv.5,Funk Rock;Rock,신나는/질주,슬랩;팝핑;고스트노트;16비트;그루브,"달리는 에너지의 곡. 일정한 어택과 지구력(오른손/왼손)이 실력의 대부분. 난이도 Lv.5(최상급) — 핵심: 슬랩, 팝핑, 고스트노트. 속도/점프가 많아 실수 유발. 구간별로 손 모양을 고정해서 연습. 썸/팝 볼륨을 균일하게 맞추고, 고스트노트를 ‘작게’ 넣어 그루브를 정리.",추천
S0204,Get Up and Jump,Red Hot Chili Peppers,Lv.5,Funk Rock;Rock,신나는/질주,빠른템포;지구력;타이트한8비트;뮤트,"달리는 에너지의 곡. 일정한 어택과 지구력(오른손/왼손)이 실력의 대부분. 난이도 Lv.5(최상급) — 핵심: 빠른템포, 지구력, 타이트한8비트. 초기 RHCP 스타일 고속 라인. 템포 유지+지구력+뮤트까지 동시에 잡아야 함. 힘 빼고(특히 오른손), 동일 패턴을 2~3분 유지하는 체력/안정성 훈련.",추천
S0205,Shy Boy,David Lee Roth,Lv.5,Hard Rock;Rock,신나는/질주,고속16비트;스트링스킵;하이포지션;라인메모리;리듬카운팅;탭핑,"달리는 에너지의 곡. 일정한 어택과 지구력(오른손/왼손)이 실력의 대부분. 난이도 Lv.5(최상급) — 핵심: 고속16비트, 스트링스킵, 하이포지션. 빌리 시핸 스타일의 고속 라인. 손가락 속도보다 ‘정확한 리듬 분할’이 먼저. 양손 타이밍을 클릭에 고정하고, 음량 밸런스(탭/핑거 차이)를 맞추기.",추천
S0206,Addicted to That Rush,Mr. Big,Lv.5,Hard Rock;Rock,신나는/질주,고속16비트;스트링스킵;하이포지션;라인메모리;리듬카운팅;탭핑,"달리는 에너지의 곡. 일정한 어택과 지구력(오른손/왼손)이 실력의 대부분. 난이도 Lv.5(최상급) — 핵심: 고속16비트, 스트링스킵, 하이포지션. 록이지만 거의 솔로급 라인. 속도+포지션 이동+탭핑까지 종합적으로 요구. 양손 타이밍을 클릭에 고정하고, 음량 밸런스(탭/핑거 차이)를 맞추기.",추천
S0207,unravel,TK from 凛として時雨,Lv.5,Japan;Alt Rock,신나는/질주,고속리프;포지션이동;지구력;다이내믹;정확한타이밍,라인이 달리다가도 순간적으로 다이내믹이 꺼지는 구간이 많다. 속도만 맞추면 되는 곡이 아니라 ‘쉼표/강약’이 중요. 작은 구간 루프 연습으로 손에 붙이는 걸 추천.,추천
S0208,DIP-BAP,THE ORAL CIGARETTES,Lv.5,Japan;Indie Rock,신나는/질주,고속리프;리프전환;포지션이동;지구력;타이트한8비트,J-록 특유의 빠른 템포와 라인 전환이 매력. 손이 바쁜데도 타이트한 8비트 느낌을 잃으면 안 됨. 오른손 스트로크 각도를 고정하고 ‘템포 안에서 최소 이동’으로 정리하기.,추천
S0209,ブームに乗って (On The Boom),tricot,Lv.5,Japan;Indie Rock,신나는/질주,변박;리프전환;스트링스킵;포지션이동;지구력,템포감 있게 달리면서도 리프가 계속 바뀐다. 스트링 스킵/포지션 이동이 많아 왼손이 꼬이기 쉬움. ‘손 모양 유지’와 최소 이동 동선을 먼저 설계하면 훨씬 편해짐.,추천
S0210,Gimme Chocolate!!,BABYMETAL,Lv.5,Japan;Metal,신나는/질주,더블타임;피킹;지구력;뮤트;정확한왼손,"BPM 체감이 높아 ‘지구력’ 훈련에 최적. 피킹/뮤트가 흐트러지면 저역이 뭉개지므로, 손바닥 뮤트와 왼손 클린을 함께 연습. 일정한 어택으로 끝까지 밀기.",추천
S0211,Boukan (傍観),凛として時雨 (Ling Tosite Sigure),Lv.5,Japan;Post-punk,신나는/질주,고속16비트;포지션이동;리프전환;지구력;타이트한뮤트,고속 알터너티브/포스트펑크. 템포가 빠른데 라인이 계속 움직여 왼손이 빡빡함. ‘가볍게 뮤트하면서도 명확한 음정’이 중요. 속도보다 클린 톤을 먼저 만들자.,추천
S0212,Maxwell Murder,Rancid,Lv.5,Punk Rock,신나는/질주,고속피킹;베이스솔로;포지션이동;지구력;정확한타이밍,펑크인데 ‘베이스 솔로’가 터지는 전설급 연습곡. 고속 피킹과 포지션 점프가 동시에 요구돼 상급자 훈련에 좋다. 솔로 구간은 느리게 운지 정리 후 단계적으로 속도 올리기.,추천
S0213,The Real Me,The Who,Lv.5,Rock,신나는/질주,러닝라인;포지션이동;지구력;싱코페이션;다이내믹,존 엔트위슬 스타일의 ‘달리는’ 록 베이스. 라인이 계속 전진해서 체력과 정확도가 핵심. 드럼에만 붙지 말고 보컬 멜로디 아래에서 ‘멜로딕하게’ 연결하는 감각도 필요.,추천
S0214,Portrait of Tracy,Jaco Pastorius,Lv.5,Solo Bass,잔잔한/감성,하모닉스;코드/더블스톱;탭핑;뮤트컨트롤;하이포지션,"잔잔하고 서정적인 분위기. 베이스가 ‘톤/음 길이’로 곡의 감정을 받쳐줘야 함. 난이도 Lv.5(최상급) — 핵심: 하모닉스, 코드/더블스톱, 탭핑. 하모닉 솔로의 클래식. 하모닉 위치 정확도와 뮤트 컨트롤이 전부. 하모닉 포인트 정확도 + 공진/노이즈를 왼손/오른손 뮤트로 정리.",추천
S0215,Hair,Graham Central Station,Lv.5,Funk;Funk Rock,흥겨운/댄서블,슬랩;팝핑;고스트노트;16비트;그루브,"리듬이 앞으로 끌고 가는 댄서블한 곡. 킥과 포켓을 타이트하게 맞추는 게 핵심. 난이도 Lv.5(최상급) — 핵심: 슬랩, 팝핑, 고스트노트. 슬랩 리듬이 폭발하는 곡. 썸/팝의 ‘리듬 정밀도’가 난이도 핵심. 썸/팝 볼륨을 균일하게 맞추고, 고스트노트를 ‘작게’ 넣어 그루브를 정리.",추천
S0216,Lopsy Lu,Stanley Clarke,Lv.5,Fusion;Funk,흥겨운/댄서블,슬랩;팝핑;고스트노트;16비트;그루브,"리듬이 앞으로 끌고 가는 댄서블한 곡. 킥과 포켓을 타이트하게 맞추는 게 핵심. 난이도 Lv.5(최상급) — 핵심: 슬랩, 팝핑, 고스트노트. 슬랩+고속 리프. 오른손 리듬을 ‘드럼처럼’ 정확히 찍어야 함. 썸/팝 볼륨을 균일하게 맞추고, 고스트노트를 ‘작게’ 넣어 그루브를 정리.",추천
S0217,PA PA YA!!,BABYMETAL,Lv.5,Japan;Metal,흥겨운/댄서블,더블타임;피킹;싱코페이션;지구력;유니즌,"메탈인데 춤추는 그루브가 있는 곡. 더블타임 질주 속에서도 리듬 액센트가 살아야 한다. ‘강세만 또렷하게, 나머지는 가볍게’ 치면 체력도 절약되고 그루브도 살아남.",추천
S0218,ステレオ全開 (Stereo Zenkai),JUDY AND MARY,Lv.5,Japan;Pop Rock,흥겨운/댄서블,폴리리듬;싱코페이션;포지션이동;지구력;정확한박자,"밝은 팝록인데 리듬이 은근히 복잡하다. 폴리리듬/싱코가 섞여 ‘박이 흔들리기 쉬운’ 타입. 드럼 패턴을 먼저 분석하고, 베이스는 강세 위치만 확실히 고정하자.",추천
